Sort order,Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Latitude_masked,Longitude_masked,Neighborhood,
2890,Annika,German Shepherd,"(42.3811366, -71.13791297)","42.3811366,",42.3811366,-71.13791297,West Cambridge,
427,Homer,Cockerpoo,"(42.3811183, -71.1296709)","42.3811183,",42.3811183,-71.1296709,West Cambridge,
2214,Boo,Terrier Mix,"(42.3810862, -71.12005039)","42.3810862,",42.3810862,-71.12005039,Agassiz,
3164,Gertrude,Great Dane,"(42.3809962, -71.13885093)","42.3809962,",42.3809962,-71.13885093,West Cambridge,
984,Maisy,Coton De Tulear,"(42.3809663, -71.13887708)","42.3809663,",42.3809663,-71.13887708,West Cambridge,
1532,Mac,Australian Shepherd,"(42.3809086, -71.15315217)","42.3809086,",42.3809086,-71.15315217,Strawberry Hill,
914,Fonzie,Yorksire Terrier,"(42.3809029, -71.1249187)","42.3809029,",42.3809029,-71.1249187,West Cambridge,
1109,Pat,Border Collie,"(42.3808421, -71.15436004)","42.3808421,",42.3808421,-71.15436004,Strawberry Hill,
1967,Toaster,Miniature Schnauzer,"(42.3807189, -71.14201599)","42.3807189,",42.3807189,-71.14201599,West Cambridge,
623,Luna,Shep,"(42.3805271, -71.1400456)","42.3805271,",42.3805271,-71.1400456,West Cambridge,
4490,C.J.,Newfoundland,"(42.3804176, -71.14638809)","42.3804176,",42.3804176,-71.14638809,West Cambridge,
1850,Kiley,Wheaton Terrier,"(42.3804019, -71.12330271)","42.3804019,",42.3804019,-71.12330271,Neighborhood Nine,
486,Fred,Chihuahua Mix,"(42.3803705, -71.12117237)","42.3803705,",42.3803705,-71.12117237,Neighborhood Nine,
654,Piper,Australian Cattle Dog,"(42.3803473, -71.14033116)","42.3803473,",42.3803473,-71.14033116,West Cambridge,
2828,Kumo,Chihuahua Mix,"(42.3803435, -71.10913058)","42.3803435,",42.3803435,-71.10913058,Agassiz,
1439,Knox,Pit Bull,"(42.3802188, -71.1529466)","42.3802188,",42.3802188,-71.1529466,Strawberry Hill,
3380,Ptarmigan,Cocker Spaniel,"(42.3800537, -71.13831689)","42.3800537,",42.3800537,-71.13831689,West Cambridge,
3038,Charlie,Collie,"(42.3799668, -71.11259233)","42.3799668,",42.3799668,-71.11259233,Agassiz,
3449,Bella,Shep,"(42.3799433, -71.1153758)","42.3799433,",42.3799433,-71.1153758,Agassiz,
4872,Oliver,Bassett Hound,"(42.3798431, -71.13191374)","42.3798431,",42.3798431,-71.13191374,West Cambridge,
1378,Taz,Australian Cattle Dog,"(42.3797779, -71.14406906)","42.3797779,",42.3797779,-71.14406906,West Cambridge,
3156,Lucy,Shih Tzu/ Poodle,"(42.3797245, -71.11783795)","42.3797245,",42.3797245,-71.11783795,Agassiz,
3473,Churi,Labrador Retriever,"(42.3795676, -71.14237932)","42.3795676,",42.3795676,-71.14237932,West Cambridge,
1757,Milo,English Lab Retr.,"(42.3795636, -71.13373795)","42.3795636,",42.3795636,-71.13373795,West Cambridge,
3458,Milo,Beagle,"(42.3795326, -71.10760628)","42.3795326,",42.3795326,-71.10760628,Mid-Cambridge,
2147,Ralph,German Shepherd,"(42.3795226, -71.13662504)","42.3795226,",42.3795226,-71.13662504,West Cambridge,
407,Augie,Labrador Retriever Mix,"(42.3794254, -71.12861682)","42.3794254,",42.3794254,-71.12861682,West Cambridge,
3042,Darwin,Poodle,"(42.3793641, -71.14654098)","42.3793641,",42.3793641,-71.14654098,West Cambridge,
3505,Bosco,Greyhound,"(42.3793012, -71.14042679)","42.3793012,",42.3793012,-71.14042679,West Cambridge,
778,Max,Miniature Schnauzer,"(42.3792297, -71.15379851)","42.3792297,",42.3792297,-71.15379851,Strawberry Hill,
2019,Fozzie,Chesapeake Bay Retriever,"(42.3792283, -71.10907458)","42.3792283,",42.3792283,-71.10907458,Mid-Cambridge,
1677,Bella,Pug,"(42.3792219, -71.13505719)","42.3792219,",42.3792219,-71.13505719,West Cambridge,
1164,Atom,Miniature Schnauzer,"(42.3792008, -71.11906093)","42.3792008,",42.3792008,-71.11906093,Neighborhood Nine,
2577,Joldosh,Mix,"(42.3791851, -71.12633723)","42.3791851,",42.3791851,-71.12633723,West Cambridge,
3533,Ginger,Cattle Dog,"(42.3790307, -71.14121048)","42.3790307,",42.3790307,-71.14121048,West Cambridge,
1098,Charli,Labrador Retriever,"(42.3790287, -71.14016225)","42.3790287,",42.3790287,-71.14016225,West Cambridge,
4944,Rose,Golden Retriever,"(42.3788468, -71.14479056)","42.3788468,",42.3788468,-71.14479056,West Cambridge,
787,Harriet,Jack Russell/Corgi,"(42.3788305, -71.14803933)","42.3788305,",42.3788305,-71.14803933,West Cambridge,
4847,Panda,Anatolian Shepherd,"(42.3788127, -71.12457674)","42.3788127,",42.3788127,-71.12457674,Neighborhood Nine,
5011,Max,Yorksire Terrier,"(42.3787097, -71.12584534)","42.3787097,",42.3787097,-71.12584534,Neighborhood Nine,
558,Fred,Chihuahua,"(42.3786708, -71.12181246)","42.3786708,",42.3786708,-71.12181246,Neighborhood Nine,
1893,Olive,Welsh Terrier,"(42.3786671, -71.13926244)","42.3786671,",42.3786671,-71.13926244,West Cambridge,
804,Louie,Yorkshier Terrier,"(42.3785906, -71.11949832)","42.3785906,",42.3785906,-71.11949832,Neighborhood Nine,
741,Rudi,Yorksire Terrier,"(42.3784777, -71.13057487)","42.3784777,",42.3784777,-71.13057487,West Cambridge,
2370,Phoenix,Poodle,"(42.3784021, -71.14202003)","42.3784021,",42.3784021,-71.14202003,West Cambridge,
4150,Koda,Puggle,"(42.3782796, -71.15126738)","42.3782796,",42.3782796,-71.15126738,Strawberry Hill,
534,Honey Bear,Retriever Mix,"(42.3782617, -71.14546944)","42.3782617,",42.3782617,-71.14546944,West Cambridge,
2616,Scout,Labrador Retriever,"(42.3781749, -71.14833792)","42.3781749,",42.3781749,-71.14833792,West Cambridge,
3559,Islay,Jack Russel Terrier,"(42.3781607, -71.12932074)","42.3781607,",42.3781607,-71.12932074,West Cambridge,
4000,Bosco,Mix,"(42.3780826, -71.11072946)","42.3780826,",42.3780826,-71.11072946,Mid-Cambridge,
1182,Olive,P. Welsh Corgi,"(42.3779783, -71.13934613)","42.3779783,",42.3779783,-71.13934613,West Cambridge,
779,Brady,Pit Bull,"(42.3779393, -71.14848991)","42.3779393,",42.3779393,-71.14848991,Strawberry Hill,
1051,Jaxx,Poodle Mix,"(42.3778094, -71.10896378)","42.3778094,",42.3778094,-71.10896378,Mid-Cambridge,
1540,Molly,Collie,"(42.3777961, -71.11331674)","42.3777961,",42.3777961,-71.11331674,Agassiz,
4653,Mushroom,Labradoodle,"(42.3777199, -71.15096199)","42.3777199,",42.3777199,-71.15096199,Strawberry Hill,
2018,William,Airedale,"(42.3773488, -71.1500302)","42.3773488,",42.3773488,-71.1500302,Strawberry Hill,
3608,Eggemoggin,Labrador Retriever,"(42.3772378, -71.13850913)","42.3772378,",42.3772378,-71.13850913,West Cambridge,
1047,Chip,Shih Tzu,"(42.3772319, -71.13751075)","42.3772319,",42.3772319,-71.13751075,West Cambridge,
4706,Cassie,Labrador Retriever,"(42.3772146, -71.12570493)","42.3772146,",42.3772146,-71.12570493,West Cambridge,
751,Phantom,Husky,"(42.3770862, -71.15366219)","42.3770862,",42.3770862,-71.15366219,Strawberry Hill,
2381,Mila,York Terr,"(42.3770591, -71.15480477)","42.3770591,",42.3770591,-71.15480477,Strawberry Hill,
2825,Ellie,Labradoddle,"(42.3770355, -71.15292135)","42.3770355,",42.3770355,-71.15292135,Strawberry Hill,
3060,Daisy,Dalmation,"(42.3770054, -71.13507778)","42.3770054,",42.3770054,-71.13507778,West Cambridge,
4351,Gordo,Pug,"(42.3769632, -71.15356411)","42.3769632,",42.3769632,-71.15356411,Strawberry Hill,
3870,Griffy,Spinone,"(42.3768395, -71.14241093)","42.3768395,",42.3768395,-71.14241093,West Cambridge,
4602,Kacho,Mix,"(42.3768148, -71.10827494)","42.3768148,",42.3768148,-71.10827494,Agassiz,
2224,Cauchy,Border Collie,"(42.3766841, -71.11289075)","42.3766841,",42.3766841,-71.11289075,Mid-Cambridge,
4470,Sam,Labrador Retriever,"(42.3766192, -71.14399216)","42.3766192,",42.3766192,-71.14399216,West Cambridge,
798,Zoey,Shi-Tzu Poodle,"(42.3763695, -71.12164792)","42.3763695,",42.3763695,-71.12164792,West Cambridge,
883,Margie,Mix,"(42.3763555, -71.10812959)","42.3763555,",42.3763555,-71.10812959,Mid-Cambridge,
1142,Davey,Gordon Setter,"(42.3762732, -71.13906362)","42.3762732,",42.3762732,-71.13906362,West Cambridge,
1527,Crosby,Labradoodle,"(42.3761284, -71.14476724)","42.3761284,",42.3761284,-71.14476724,West Cambridge,
224,Max,Cavalier King Charles Spaniel,"(42.3759609, -71.15435741)","42.3759609,",42.3759609,-71.15435741,Strawberry Hill,
4709,Princess Daisy,Golden Retriever,"(42.3758957, -71.10472128)","42.3758957,",42.3758957,-71.10472128,Mid-Cambridge,
5050,Laverne,Fox Terrier,"(42.3758326, -71.13334258)","42.3758326,",42.3758326,-71.13334258,West Cambridge,
3302,Phoebe,Ret,"(42.3758162, -71.10490836)","42.3758162,",42.3758162,-71.10490836,Mid-Cambridge,
3374,Sierra,Labrador Retriever,"(42.3757541, -71.12380965)","42.3757541,",42.3757541,-71.12380965,West Cambridge,
996,Finn,Dachschund,"(42.3754196, -71.10730289)","42.3754196,",42.3754196,-71.10730289,Mid-Cambridge,
1265,Zorba,Portuguese Water Dog,"(42.3754109, -71.14122444)","42.3754109,",42.3754109,-71.14122444,West Cambridge,
3311,G.G.,Labrador Retriever,"(42.3753382, -71.12788054)","42.3753382,",42.3753382,-71.12788054,West Cambridge,
2951,Buddy,American Pit Bull Terr,"(42.3752736, -71.09425538)","42.3752736,",42.3752736,-71.09425538,Wellington-Harrington,
465,Bella,Cairn Terrier,"(42.3751659, -71.13255396)","42.3751659,",42.3751659,-71.13255396,West Cambridge,
3182,Gigi,Chihuahua,"(42.3751602, -71.13677453)","42.3751602,",42.3751602,-71.13677453,West Cambridge,
954,Romeo,Chihuahua Mix,"(42.3750939, -71.10522704)","42.3750939,",42.3750939,-71.10522704,Mid-Cambridge,
3957,Milo,Labradoddle,"(42.3749273, -71.13775105)","42.3749273,",42.3749273,-71.13775105,West Cambridge,
1153,Sancho Panza,Miniature Poodle Mix,"(42.3748614, -71.11141038)","42.3748614,",42.3748614,-71.11141038,Mid-Cambridge,
4435,Heidi,Saluki-Mix,"(42.3748359, -71.14657075)","42.3748359,",42.3748359,-71.14657075,West Cambridge,
4652,Scout,Corgi,"(42.3747783, -71.0870271)","42.3747783,",42.3747783,-71.0870271,East Cambridge,
1141,Zenzi,Labrador Retriever,"(42.3746085, -71.15070795)","42.3746085,",42.3746085,-71.15070795,Strawberry Hill,
4254,Leon,Jack Russell Terrier,"(42.3745837, -71.12496145)","42.3745837,",42.3745837,-71.12496145,West Cambridge,
2388,Shasta,Shih Poo,"(42.3745027, -71.0937696)","42.3745027,",42.3745027,-71.0937696,NA,
1946,Daisy,Pit Bull,"(42.3744826, -71.08915716)","42.3744826,",42.3744826,-71.08915716,Wellington-Harrington,
879,Darwin,Irish Setter,"(42.3744477, -71.09049178)","42.3744477,",42.3744477,-71.09049178,Wellington-Harrington,
1218,Luke,Golden Doodle,"(42.3744352, -71.14649965)","42.3744352,",42.3744352,-71.14649965,West Cambridge,
2434,Millie,Labradoddle,"(42.3743965, -71.1288074)","42.3743965,",42.3743965,-71.1288074,West Cambridge,
2569,Canoli,Shih Tzu,"(42.3742865, -71.14975286)","42.3742865,",42.3742865,-71.14975286,Strawberry Hill,
617,Roan,Australian Cattle Dog,"(42.3742515, -71.11007459)","42.3742515,",42.3742515,-71.11007459,Mid-Cambridge,
4381,Anvik,Alaskan Malamute,"(42.3742458, -71.12722563)","42.3742458,",42.3742458,-71.12722563,West Cambridge,
2196,Case,Golden Retriever,"(42.3742125, -71.14122916)","42.3742125,",42.3742125,-71.14122916,West Cambridge,
3602,Lilly Messina,Boxer Mix,"(42.3741866, -71.07853409)","42.3741866,",42.3741866,-71.07853409,East Cambridge,
1587,Finn,Terrier Mix,"(42.3739493, -71.13194726)","42.3739493,",42.3739493,-71.13194726,West Cambridge,
4533,Bonnie,Miniature Pinscher,"(42.3738498, -71.1248656)","42.3738498,",42.3738498,-71.1248656,West Cambridge,
320,Flapjack,Australian Shepherd,"(42.3737706, -71.08185766)","42.3737706,",42.3737706,-71.08185766,East Cambridge,
3892,Ray,Border Collie / Mix,"(42.3737686, -71.07246417)","42.3737686,",42.3737686,-71.07246417,East Cambridge,
3193,Abby,Labrador Retiever,"(42.3737059, -71.13576149)","42.3737059,",42.3737059,-71.13576149,West Cambridge,
2098,Kipper,Rat Terrier,"(42.3736411, -71.07291351)","42.3736411,",42.3736411,-71.07291351,East Cambridge,
4585,William,Italian Greyhould,"(42.3736081, -71.12188732)","42.3736081,",42.3736081,-71.12188732,West Cambridge,
4717,Macy,Mountain Cur,"(42.3734662, -71.08867178)","42.3734662,",42.3734662,-71.08867178,Wellington-Harrington,
3971,Ralph,Bichon Frise,"(42.3734111, -71.1306174)","42.3734111,",42.3734111,-71.1306174,West Cambridge,
1737,Sophie,Poodle,"(42.3733994, -71.0897859)","42.3733994,",42.3733994,-71.0897859,Wellington-Harrington,
536,Lula,Pit Bull,"(42.3733922, -71.10814331)","42.3733922,",42.3733922,-71.10814331,Mid-Cambridge,
3080,Santana,Poodle Mix,"(42.3732871, -71.09527416)","42.3732871,",42.3732871,-71.09527416,Wellington-Harrington,
287,Rosie,English Setter,"(42.3732413, -71.08239193)","42.3732413,",42.3732413,-71.08239193,East Cambridge,
2896,Winston,,"(42.3732318, -71.0990768)","42.3732318,",42.3732318,-71.0990768,Wellington-Harrington,
2566,Puck,Pug,"(42.3731265, -71.0998042)","42.3731265,",42.3731265,-71.0998042,The Port,
1457,Angie,Basenji,"(42.3730782, -71.0764195)","42.3730782,",42.3730782,-71.0764195,East Cambridge,
641,Nina,Mixed,"(42.3728815, -71.11452468)","42.3728815,",42.3728815,-71.11452468,Mid-Cambridge,
4460,Andy,Bichon Frise,"(42.3728435, -71.07942011)","42.3728435,",42.3728435,-71.07942011,East Cambridge,
4087,Maggie,Jack Russel Terrier,"(42.3728142, -71.08452907)","42.3728142,",42.3728142,-71.08452907,East Cambridge,
3875,Bailey,Dachshund,"(42.3727571, -71.07937676)","42.3727571,",42.3727571,-71.07937676,East Cambridge,
2240,Panda,French Bulldog,"(42.3727133, -71.09049763)","42.3727133,",42.3727133,-71.09049763,Wellington-Harrington,
4494,Teddy,Corgi,"(42.3726481, -71.10725042)","42.3726481,",42.3726481,-71.10725042,Mid-Cambridge,
4387,Rocky,Boxer,"(42.3726004, -71.07939811)","42.3726004,",42.3726004,-71.07939811,East Cambridge,
4296,Casper,Spaniel,"(42.3724917, -71.11216537)","42.3724917,",42.3724917,-71.11216537,Mid-Cambridge,
3630,Toto,Mix,"(42.3723637, -71.11160422)","42.3723637,",42.3723637,-71.11160422,Mid-Cambridge,
4950,Amigo,Chihuahua,"(42.3723129, -71.08468531)","42.3723129,",42.3723129,-71.08468531,East Cambridge,
1282,Milo,Cockerpoo,"(42.3722774, -71.10411973)","42.3722774,",42.3722774,-71.10411973,Mid-Cambridge,
3351,Macy,Siberean Husky,"(42.3720771, -71.10122871)","42.3720771,",42.3720771,-71.10122871,Mid-Cambridge,
933,Khione,Alaskan Klee Kai,"(42.3718661, -71.08156451)","42.3718661,",42.3718661,-71.08156451,East Cambridge,
4704,Baxter,HAVANESE,"(42.3718371, -71.07554877)","42.3718371,",42.3718371,-71.07554877,East Cambridge,
4794,Poppy,Bichon Frise,"(42.3717551, -71.07317341)","42.3717551,",42.3717551,-71.07317341,East Cambridge,
4123,Sadie,Vizsla,"(42.3716348, -71.07412029)","42.3716348,",42.3716348,-71.07412029,East Cambridge,
2238,Jackie,Aust Shep Mix,"(42.3716315, -71.10625078)","42.3716315,",42.3716315,-71.10625078,Mid-Cambridge,
3572,Macallan,Lhasa Apso,"(42.3716234, -71.09861927)","42.3716234,",42.3716234,-71.09861927,Wellington-Harrington,
4217,Oscar Mayer,Lhasa Apso,"(42.3716215, -71.09029829)","42.3716215,",42.3716215,-71.09029829,Wellington-Harrington,
338,Keeva,Husky Mix,"(42.3716133, -71.09692273)","42.3716133,",42.3716133,-71.09692273,Wellington-Harrington,
4780,Jules Bhatt,Jack Russell Terrier Mix,"(42.3714646, -71.08395328)","42.3714646,",42.3714646,-71.08395328,East Cambridge,
3839,Bailey,Maltese,"(42.3714466, -71.07504677)","42.3714466,",42.3714466,-71.07504677,East Cambridge,
2919,Riley,Toy Poodle Mix,"(42.3713628, -71.10549017)","42.3713628,",42.3713628,-71.10549017,Mid-Cambridge,
4064,Baby Horace,Shih Tzu Mix,"(42.3713251, -71.12619115)","42.3713251,",42.3713251,-71.12619115,West Cambridge,
3601,Ruby,Yorkshire Terrier Mix,"(42.3712867, -71.09989801)","42.3712867,",42.3712867,-71.09989801,The Port,
968,Callie,Miniature Pinscher,"(42.3711851, -71.0718609)","42.3711851,",42.3711851,-71.0718609,East Cambridge,
3295,Diesel,American Bulldog,"(42.3711785, -71.10180426)","42.3711785,",42.3711785,-71.10180426,Mid-Cambridge,
3127,Snow,Pit Bull,"(42.3711691, -71.09007653)","42.3711691,",42.3711691,-71.09007653,Wellington-Harrington,
339,Rocky Cheung,Golden Retriever,"(42.3711239, -71.07157361)","42.3711239,",42.3711239,-71.07157361,East Cambridge,
2960,Louie,Chow Chow,"(42.3711123, -71.07257906)","42.3711123,",42.3711123,-71.07257906,East Cambridge,
3515,Izzy,Greyhound,"(42.3710573, -71.09979799)","42.3710573,",42.3710573,-71.09979799,Wellington-Harrington,
260,Jelly Bean,Boston Terrier,"(42.3709673, -71.08639263)","42.3709673,",42.3709673,-71.08639263,East Cambridge,
1419,Odessa,Italian Greyhould,"(42.3708303, -71.10476319)","42.3708303,",42.3708303,-71.10476319,Mid-Cambridge,
2868,Bandit,Pit Bull,"(42.3708271, -71.08307124)","42.3708271,",42.3708271,-71.08307124,East Cambridge,
4913,Tjapo,Golden Retriever,"(42.3708184, -71.1060217)","42.3708184,",42.3708184,-71.1060217,Mid-Cambridge,
4917,Nico,Spinone,"(42.3707952, -71.10341083)","42.3707952,",42.3707952,-71.10341083,Mid-Cambridge,
2372,Beatrice,Boxer Mix,"(42.3707795, -71.07749085)","42.3707795,",42.3707795,-71.07749085,East Cambridge,
1988,Moose,Labrador Retriever,"(42.3706006, -71.10713301)","42.3706006,",42.3706006,-71.10713301,Mid-Cambridge,
4026,Luna,Mutt,"(42.3705809, -71.0781425)","42.3705809,",42.3705809,-71.0781425,East Cambridge,
4067,Oliver,Shih Tzu,"(42.3705327, -71.09289642)","42.3705327,",42.3705327,-71.09289642,Wellington-Harrington,
701,Tango,German Shepherd,"(42.3705132, -71.09463306)","42.3705132,",42.3705132,-71.09463306,Wellington-Harrington,
491,Cookie,German Shepherd,"(42.3704021, -71.08521269)","42.3704021,",42.3704021,-71.08521269,East Cambridge,
424,Sammy,Australian Shepherd,"(42.3703944, -71.10622016)","42.3703944,",42.3703944,-71.10622016,Mid-Cambridge,
4761,Chuy,Lhasa Apso,"(42.3703897, -71.08814916)","42.3703897,",42.3703897,-71.08814916,East Cambridge,
4292,Lucy,Labrador,"(42.3703881, -71.08388017)","42.3703881,",42.3703881,-71.08388017,East Cambridge,
3620,Addie,Labrador Retriever,"(42.3703832, -71.11309943)","42.3703832,",42.3703832,-71.11309943,Mid-Cambridge,
2228,Cody,Shih Tzu,"(42.3703253, -71.08849633)","42.3703253,",42.3703253,-71.08849633,Wellington-Harrington,
3895,Sadie,Bernese Mountain Dog,"(42.3702668, -71.08179232)","42.3702668,",42.3702668,-71.08179232,East Cambridge,
3258,Poe,Toy Poodle,"(42.3702605, -71.09519661)","42.3702605,",42.3702605,-71.09519661,Wellington-Harrington,
1492,Max,Siberian Husky,"(42.3702533, -71.07275004)","42.3702533,",42.3702533,-71.07275004,East Cambridge,
897,Dora,Dachshund Mix,"(42.3701455, -71.10461115)","42.3701455,",42.3701455,-71.10461115,Mid-Cambridge,
3576,Nook,Bernese Mountain Dog,"(42.3699772, -71.09510422)","42.3699772,",42.3699772,-71.09510422,Wellington-Harrington,
3541,Stewie,Pomeranian,"(42.3699149, -71.09913769)","42.3699149,",42.3699149,-71.09913769,Mid-Cambridge,
1596,Figgy,Labrador Retriever,"(42.3698004, -71.10159652)","42.3698004,",42.3698004,-71.10159652,Mid-Cambridge,
1629,Laika,Siberian Husky,"(42.3697706, -71.08071379)","42.3697706,",42.3697706,-71.08071379,East Cambridge,
2176,Tommy,Mix,"(42.3696734, -71.1132132)","42.3696734,",42.3696734,-71.1132132,Riverside,
261,Scarlet,Bernese Mountain Dog,"(42.3696596, -71.08099653)","42.3696596,",42.3696596,-71.08099653,East Cambridge,
2478,Winston,Rat Terrier Chihuhua Mix,"(42.3696243, -71.09207868)","42.3696243,",42.3696243,-71.09207868,Wellington-Harrington,
2801,Mac,French Bulldog,"(42.3695498, -71.09705922)","42.3695498,",42.3695498,-71.09705922,The Port,
471,Cinco,Chihuahua,"(42.3695094, -71.07374627)","42.3695094,",42.3695094,-71.07374627,East Cambridge,
2659,Biscuit,Yorkie,"(42.3695023, -71.11461459)","42.3695023,",42.3695023,-71.11461459,Mid-Cambridge,
2914,Bella,Labrador Retriever,"(42.3694217, -71.077642)","42.3694217,",42.3694217,-71.077642,East Cambridge,
3300,Buffy,Greyhound,"(42.3694148, -71.09187865)","42.3694148,",42.3694148,-71.09187865,Wellington-Harrington,
4485,Pee Wee,Chihuahua,"(42.3693499, -71.08526657)","42.3693499,",42.3693499,-71.08526657,East Cambridge,
3011,Ruth,Walker Hound,"(42.3693186, -71.1008711)","42.3693186,",42.3693186,-71.1008711,Mid-Cambridge,
2944,Leo,Basset Hound Mix,"(42.3692527, -71.07436221)","42.3692527,",42.3692527,-71.07436221,East Cambridge,
1495,Lily,Hound,"(42.3692436, -71.0915946)","42.3692436,",42.3692436,-71.0915946,Wellington-Harrington,
4612,Cocoa,Poodle,"(42.3689844, -71.09566861)","42.3689844,",42.3689844,-71.09566861,The Port,
305,Clarice,Shih Tzu,"(42.3689661, -71.11341945)","42.3689661,",42.3689661,-71.11341945,Riverside,
4966,Ferdinand,French Bulldog,"(42.3689554, -71.09570038)","42.3689554,",42.3689554,-71.09570038,Wellington-Harrington,
3496,Boss Dog,Schipperkee,"(42.3689387, -71.10882202)","42.3689387,",42.3689387,-71.10882202,Mid-Cambridge,
